sunday,asset,tz,price_09,max_offset_min,price_12,pct_12,price_13,pct_13,price_14,pct_14,price_15,pct_15,price_16,pct_16,price_17,pct_17,price_18,pct_18,price_19,pct_19,price_20,pct_20,price_21,pct_21,price_22,pct_22,price_23,pct_23,price_24,pct_24
2026-08-02,SOL,EDT,72.9000,0,73.0300,0.1783,73.1400,0.3292,73.3100,0.5624,73.5600,0.9053,73.7200,1.1248,73.6900,1.0837,74.0000,1.5089,73.6400,1.0151,73.6400,1.0151,73.2200,0.4390,73.0100,0.1509,73.0300,0.1783,72.9000,0.0000
2026-08-09,BTC,EDT,64900.4300,0,65177.1300,0.4263,65187.0900,0.4417,65153.4400,0.3898,65154.9800,0.3922,65137.4200,0.3652,65090.5400,0.2929,65152.6900,0.3887,65015.1800,0.1768,64857.2600,-0.0665,64920.4500,0.0308,65144.2600,0.3757,65043.7800,0.2209,64926.2000,0.0397
2026-08-09,SOL,EDT,76.3600,0,77.4200,1.3882,77.3200,1.2572,77.1700,1.0608,77.2100,1.1131,77.2200,1.1262,77.2600,1.1786,77.3600,1.3096,76.8100,0.5893,76.2600,-0.1310,76.5500,0.2488,76.9100,0.7203,76.8200,0.6024,76.6400,0.3667
2026-08-16,BTC,EDT,62935.7000,0,63067.0200,0.2087,63188.7400,0.4021,63089.0200,0.2436,63077.7200,0.2257,63043.1700,0.1708,63002.2300,0.1057,62866.5600,-0.1099,62840.6000,-0.1511,62831.6500,-0.1653,62849.3000,-0.1373,63043.2500,0.1709,63338.1400,0.6394,63368.0500,0.6870
2026-08-16,SOL,EDT,75.2300,0,75.5700,0.4519,75.5600,0.4387,75.2700,0.0532,75.1900,-0.0532,75.2200,-0.0133,75.0300,-0.2659,74.3400,-1.1830,74.5200,-0.9438,74.6200,-0.8108,74.6200,-0.8108,75.1000,-0.1728,75.4900,0.3456,75.5200,0.3855
2026-08-23,BTC,EDT,77201.6200,0,77132.4400,-0.0896,77404.5900,0.2629,77173.9100,-0.0359,77340.0100,0.1793,77327.9300,0.1636,77387.0800,0.2402,77849.9900,0.8398,77599.8600,0.5158,77723.5800,0.6761,77664.1500,0.5991,76923.2400,-0.3606,77475.8200,0.3552,76936.6000,-0.3433
2026-08-23,SOL,EDT,94.5900,0,95.3700,0.8246,95.4200,0.8775,95.1100,0.5497,95.3000,0.7506,95.0800,0.5180,95.0700,0.5075,95.3600,0.8140,95.5900,1.0572,95.4400,0.8986,95.5500,1.0149,93.8700,-0.7612,94.5900,0.0000,93.6600,-0.9832
2026-08-30,BTC,EDT,78781.0400,0,78807.8100,0.0340,79327.9500,0.6942,79009.3500,0.2898,79032.4700,0.3192,78857.5800,0.0972,78591.6100,-0.2405,78641.0200,-0.1777,78420.3700,-0.4578,77659.1500,-1.4241,77919.5100,-1.0936,77629.8800,-1.4612,77458.7100,-1.6785,77747.4900,-1.3119
2026-08-30,SOL,EDT,106.1100,0,106.2900,0.1696,106.9000,0.7445,106.4100,0.2827,106.6900,0.5466,105.8200,-0.2733,104.7700,-1.2628,104.4600,-1.5550,103.8200,-2.1581,101.7500,-4.1089,102.1400,-3.7414,101.5100,-4.3351,101.4600,-4.3822,101.9500,-3.9205
2026-09-06,BTC,EDT,79927.8000,0,79705.8800,-0.2777,79674.2300,-0.3172,79735.0300,-0.2412,79941.6500,0.0173,79820.8100,-0.1339,79907.7900,-0.0250,79939.8900,0.0151,80046.4500,0.1484,80338.9800,0.5144,80152.2800,0.2809,79925.0100,-0.0035,79863.9100,-0.0799,79589.5600,-0.4232
2026-09-06,SOL,EDT,106.1800,29,105.8400,-0.3202,106.2000,0.0188,106.3400,0.1507,105.5800,-0.5651,105.6300,-0.5180,106.0600,-0.1130,105.2300,-0.8947,106.3900,0.1978,,,105.3700,-0.7629,105.6600,-0.4897,105.2200,-0.9041,105.2200,-0.9041
